,설립구분,지역,학교명,기준연도,출생년도,학년,구분,학생수
394836,공립,충청북도 청주시 흥덕구,서경초등학교,2021,12,3학년,ttl,111
476770,공립,충청북도 청주시 흥덕구,서경초등학교,2020,12,2학년,in,3
483059,공립,충청북도 청주시 흥덕구,서경초등학교,2020,12,2학년,out,11
489348,공립,충청북도 청주시 흥덕구,서경초등학교,2020,12,2학년,ttl,113
571086,공립,충청북도 청주시 흥덕구,서경초등학교,2019,12,1학년,in,0
577351,공립,충청북도 청주시 흥덕구,서경초등학교,2019,12,1학년,out,3
583616,공립,충청북도 청주시 흥덕구,서경초등학교,2019,12,1학년,ttl,122
552177,공립,충청북도 청주시 흥덕구,서원초등학교,2020,08,6학년,in,2
558466,공립,충청북도 청주시 흥덕구,서원초등학교,2020,08,6학년,out,3
564755,공립,충청북도 청주시 흥덕구,서원초등학교,2020,08,6학년,ttl,68
646202,공립,충청북도 청주시 흥덕구,서원초등학교,2019,08,5학년,in,2
652467,공립,충청북도 청주시 흥덕구,서원초등학교,2019,08,5학년,out,3
658732,공립,충청북도 청주시 흥덕구,서원초등학교,2019,08,5학년,ttl,70
740042,공립,충청북도 청주시 흥덕구,서원초등학교,2018,08,4학년,in,6
746294,공립,충청북도 청주시 흥덕구,서원초등학교,2018,08,4학년,out,4
752546,공립,충청북도 청주시 흥덕구,서원초등학교,2018,08,4학년,ttl,66
833756,공립,충청북도 청주시 흥덕구,서원초등학교,2017,08,3학년,in,1
839999,공립,충청북도 청주시 흥덕구,서원초등학교,2017,08,3학년,out,5
846242,공립,충청북도 청주시 흥덕구,서원초등학교,2017,08,3학년,ttl,70
927305,공립,충청북도 청주시 흥덕구,서원초등학교,2016,08,2학년,in,4
933524,공립,충청북도 청주시 흥덕구,서원초등학교,2016,08,2학년,out,10
939743,공립,충청북도 청주시 흥덕구,서원초등학교,2016,08,2학년,ttl,73
1020574,공립,충청북도 청주시 흥덕구,서원초등학교,2015,08,1학년,in,4
1026785,공립,충청북도 청주시 흥덕구,서원초등학교,2015,08,1학년,out,9
1032996,공립,충청북도 청주시 흥덕구,서원초등학교,2015,08,1학년,ttl,79
438938,공립,충청북도 청주시 흥덕구,서원초등학교,2021,09,6학년,in,0
445247,공립,충청북도 청주시 흥덕구,서원초등학교,2021,09,6학년,out,8
451556,공립,충청북도 청주시 흥덕구,서원초등학교,2021,09,6학년,ttl,41
533310,공립,충청북도 청주시 흥덕구,서원초등학교,2020,09,5학년,in,9
539599,공립,충청북도 청주시 흥덕구,서원초등학교,2020,09,5학년,out,4
545888,공립,충청북도 청주시 흥덕구,서원초등학교,2020,09,5학년,ttl,39
627407,공립,충청북도 청주시 흥덕구,서원초등학교,2019,09,4학년,in,2
633672,공립,충청북도 청주시 흥덕구,서원초등학교,2019,09,4학년,out,2
639937,공립,충청북도 청주시 흥덕구,서원초등학교,2019,09,4학년,ttl,39
721286,공립,충청북도 청주시 흥덕구,서원초등학교,2018,09,3학년,in,3
727538,공립,충청북도 청주시 흥덕구,서원초등학교,2018,09,3학년,out,4
733790,공립,충청북도 청주시 흥덕구,서원초등학교,2018,09,3학년,ttl,39
815027,공립,충청북도 청주시 흥덕구,서원초등학교,2017,09,2학년,in,1
821270,공립,충청북도 청주시 흥덕구,서원초등학교,2017,09,2학년,out,4
827513,공립,충청북도 청주시 흥덕구,서원초등학교,2017,09,2학년,ttl,41
908648,공립,충청북도 청주시 흥덕구,서원초등학교,2016,09,1학년,in,2
914867,공립,충청북도 청주시 흥덕구,서원초등학교,2016,09,1학년,out,2
921086,공립,충청북도 청주시 흥덕구,서원초등학교,2016,09,1학년,ttl,43
325383,공립,충청북도 청주시 흥덕구,서원초등학교,2022,10,6학년,in,1
331692,공립,충청북도 청주시 흥덕구,서원초등학교,2022,10,6학년,out,0
338001,공립,충청북도 청주시 흥덕구,서원초등학교,2022,10,6학년,ttl,47
420011,공립,충청북도 청주시 흥덕구,서원초등학교,2021,10,5학년,in,10
426320,공립,충청북도 청주시 흥덕구,서원초등학교,2021,10,5학년,out,0
432629,공립,충청북도 청주시 흥덕구,서원초등학교,2021,10,5학년,ttl,46
514443,공립,충청북도 청주시 흥덕구,서원초등학교,2020,10,4학년,in,5
520732,공립,충청북도 청주시 흥덕구,서원초등학교,2020,10,4학년,out,4
527021,공립,충청북도 청주시 흥덕구,서원초등학교,2020,10,4학년,ttl,42
608612,공립,충청북도 청주시 흥덕구,서원초등학교,2019,10,3학년,in,0
614877,공립,충청북도 청주시 흥덕구,서원초등학교,2019,10,3학년,out,6
621142,공립,충청북도 청주시 흥덕구,서원초등학교,2019,10,3학년,ttl,50
702530,공립,충청북도 청주시 흥덕구,서원초등학교,2018,10,2학년,in,7
708782,공립,충청북도 청주시 흥덕구,서원초등학교,2018,10,2학년,out,5
715034,공립,충청북도 청주시 흥덕구,서원초등학교,2018,10,2학년,ttl,47
796298,공립,충청북도 청주시 흥덕구,서원초등학교,2017,10,1학년,in,2
802541,공립,충청북도 청주시 흥덕구,서원초등학교,2017,10,1학년,out,5
808784,공립,충청북도 청주시 흥덕구,서원초등학교,2017,10,1학년,ttl,52
211833,공립,충청북도 청주시 흥덕구,서원초등학교,2023,11,6학년,in,1
218140,공립,충청북도 청주시 흥덕구,서원초등학교,2023,11,6학년,out,1
224447,공립,충청북도 청주시 흥덕구,서원초등학교,2023,11,6학년,ttl,41
306456,공립,충청북도 청주시 흥덕구,서원초등학교,2022,11,5학년,in,4
312765,공립,충청북도 청주시 흥덕구,서원초등학교,2022,11,5학년,out,2
319074,공립,충청북도 청주시 흥덕구,서원초등학교,2022,11,5학년,ttl,40
401084,공립,충청북도 청주시 흥덕구,서원초등학교,2021,11,4학년,in,0
407393,공립,충청북도 청주시 흥덕구,서원초등학교,2021,11,4학년,out,2
413702,공립,충청북도 청주시 흥덕구,서원초등학교,2021,11,4학년,ttl,40
495576,공립,충청북도 청주시 흥덕구,서원초등학교,2020,11,3학년,in,4
501865,공립,충청북도 청주시 흥덕구,서원초등학교,2020,11,3학년,out,9
508154,공립,충청북도 청주시 흥덕구,서원초등학교,2020,11,3학년,ttl,46
589817,공립,충청북도 청주시 흥덕구,서원초등학교,2019,11,2학년,in,1
596082,공립,충청북도 청주시 흥덕구,서원초등학교,2019,11,2학년,out,7
602347,공립,충청북도 청주시 흥덕구,서원초등학교,2019,11,2학년,ttl,50
683774,공립,충청북도 청주시 흥덕구,서원초등학교,2018,11,1학년,in,2
690026,공립,충청북도 청주시 흥덕구,서원초등학교,2018,11,1학년,out,1
696278,공립,충청북도 청주시 흥덕구,서원초등학교,2018,11,1학년,ttl,53
98326,공립,충청북도 청주시 흥덕구,서원초등학교,2024,12,6학년,in,2
104628,공립,충청북도 청주시 흥덕구,서원초등학교,2024,12,6학년,out,1
110930,공립,충청북도 청주시 흥덕구,서원초등학교,2024,12,6학년,ttl,44
192912,공립,충청북도 청주시 흥덕구,서원초등학교,2023,12,5학년,in,6
199219,공립,충청북도 청주시 흥덕구,서원초등학교,2023,12,5학년,out,0
205526,공립,충청북도 청주시 흥덕구,서원초등학교,2023,12,5학년,ttl,41
287529,공립,충청북도 청주시 흥덕구,서원초등학교,2022,12,4학년,in,4
293838,공립,충청북도 청주시 흥덕구,서원초등학교,2022,12,4학년,out,6
300147,공립,충청북도 청주시 흥덕구,서원초등학교,2022,12,4학년,ttl,39
382157,공립,충청북도 청주시 흥덕구,서원초등학교,2021,12,3학년,in,13
388466,공립,충청북도 청주시 흥덕구,서원초등학교,2021,12,3학년,out,0
394775,공립,충청북도 청주시 흥덕구,서원초등학교,2021,12,3학년,ttl,45
476709,공립,충청북도 청주시 흥덕구,서원초등학교,2020,12,2학년,in,5
482998,공립,충청북도 청주시 흥덕구,서원초등학교,2020,12,2학년,out,9
489287,공립,충청북도 청주시 흥덕구,서원초등학교,2020,12,2학년,ttl,46
571022,공립,충청북도 청주시 흥덕구,서원초등학교,2019,12,1학년,in,1
577287,공립,충청북도 청주시 흥덕구,서원초등학교,2019,12,1학년,out,4
583552,공립,충청북도 청주시 흥덕구,서원초등학교,2019,12,1학년,ttl,53
552178,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,08,6학년,in,0
558467,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,08,6학년,out,0
564756,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,08,6학년,ttl,5
646203,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,08,5학년,in,0
652468,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,08,5학년,out,0
658733,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,08,5학년,ttl,5
740043,공립,충청북도 청주시 흥덕구,서촌초등학교,2018,08,4학년,in,0
746295,공립,충청북도 청주시 흥덕구,서촌초등학교,2018,08,4학년,out,1
752547,공립,충청북도 청주시 흥덕구,서촌초등학교,2018,08,4학년,ttl,6
833757,공립,충청북도 청주시 흥덕구,서촌초등학교,2017,08,3학년,in,0
840000,공립,충청북도 청주시 흥덕구,서촌초등학교,2017,08,3학년,out,0
846243,공립,충청북도 청주시 흥덕구,서촌초등학교,2017,08,3학년,ttl,6
927306,공립,충청북도 청주시 흥덕구,서촌초등학교,2016,08,2학년,in,0
933525,공립,충청북도 청주시 흥덕구,서촌초등학교,2016,08,2학년,out,1
939744,공립,충청북도 청주시 흥덕구,서촌초등학교,2016,08,2학년,ttl,6
1020575,공립,충청북도 청주시 흥덕구,서촌초등학교,2015,08,1학년,in,0
1026786,공립,충청북도 청주시 흥덕구,서촌초등학교,2015,08,1학년,out,1
1032997,공립,충청북도 청주시 흥덕구,서촌초등학교,2015,08,1학년,ttl,8
438939,공립,충청북도 청주시 흥덕구,서촌초등학교,2021,09,6학년,in,0
445248,공립,충청북도 청주시 흥덕구,서촌초등학교,2021,09,6학년,out,0
451557,공립,충청북도 청주시 흥덕구,서촌초등학교,2021,09,6학년,ttl,8
533311,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,09,5학년,in,0
539600,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,09,5학년,out,0
545889,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,09,5학년,ttl,8
627408,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,09,4학년,in,0
633673,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,09,4학년,out,1
639938,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,09,4학년,ttl,8
721287,공립,충청북도 청주시 흥덕구,서촌초등학교,2018,09,3학년,in,1
727539,공립,충청북도 청주시 흥덕구,서촌초등학교,2018,09,3학년,out,0
733791,공립,충청북도 청주시 흥덕구,서촌초등학교,2018,09,3학년,ttl,8
815028,공립,충청북도 청주시 흥덕구,서촌초등학교,2017,09,2학년,in,2
821271,공립,충청북도 청주시 흥덕구,서촌초등학교,2017,09,2학년,out,3
827514,공립,충청북도 청주시 흥덕구,서촌초등학교,2017,09,2학년,ttl,10
908649,공립,충청북도 청주시 흥덕구,서촌초등학교,2016,09,1학년,in,1
914868,공립,충청북도 청주시 흥덕구,서촌초등학교,2016,09,1학년,out,0
921087,공립,충청북도 청주시 흥덕구,서촌초등학교,2016,09,1학년,ttl,9
325384,공립,충청북도 청주시 흥덕구,서촌초등학교,2022,10,6학년,in,3
331693,공립,충청북도 청주시 흥덕구,서촌초등학교,2022,10,6학년,out,0
338002,공립,충청북도 청주시 흥덕구,서촌초등학교,2022,10,6학년,ttl,7
420012,공립,충청북도 청주시 흥덕구,서촌초등학교,2021,10,5학년,in,1
426321,공립,충청북도 청주시 흥덕구,서촌초등학교,2021,10,5학년,out,1
432630,공립,충청북도 청주시 흥덕구,서촌초등학교,2021,10,5학년,ttl,5
514444,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,10,4학년,in,0
520733,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,10,4학년,out,0
527022,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,10,4학년,ttl,4
608613,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,10,3학년,in,0
614878,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,10,3학년,out,0
621143,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,10,3학년,ttl,4
702531,공립,충청북도 청주시 흥덕구,서촌초등학교,2018,10,2학년,in,0
708783,공립,충청북도 청주시 흥덕구,서촌초등학교,2018,10,2학년,out,0
715035,공립,충청북도 청주시 흥덕구,서촌초등학교,2018,10,2학년,ttl,4
796299,공립,충청북도 청주시 흥덕구,서촌초등학교,2017,10,1학년,in,0
802542,공립,충청북도 청주시 흥덕구,서촌초등학교,2017,10,1학년,out,0
808785,공립,충청북도 청주시 흥덕구,서촌초등학교,2017,10,1학년,ttl,4
211834,공립,충청북도 청주시 흥덕구,서촌초등학교,2023,11,6학년,in,0
218141,공립,충청북도 청주시 흥덕구,서촌초등학교,2023,11,6학년,out,0
224448,공립,충청북도 청주시 흥덕구,서촌초등학교,2023,11,6학년,ttl,5
306457,공립,충청북도 청주시 흥덕구,서촌초등학교,2022,11,5학년,in,0
312766,공립,충청북도 청주시 흥덕구,서촌초등학교,2022,11,5학년,out,3
319075,공립,충청북도 청주시 흥덕구,서촌초등학교,2022,11,5학년,ttl,8
401085,공립,충청북도 청주시 흥덕구,서촌초등학교,2021,11,4학년,in,1
407394,공립,충청북도 청주시 흥덕구,서촌초등학교,2021,11,4학년,out,0
413703,공립,충청북도 청주시 흥덕구,서촌초등학교,2021,11,4학년,ttl,7
495577,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,11,3학년,in,0
501866,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,11,3학년,out,0
508155,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,11,3학년,ttl,7
589818,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,11,2학년,in,0
596083,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,11,2학년,out,1
602348,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,11,2학년,ttl,8
683775,공립,충청북도 청주시 흥덕구,서촌초등학교,2018,11,1학년,in,1
690027,공립,충청북도 청주시 흥덕구,서촌초등학교,2018,11,1학년,out,0
696279,공립,충청북도 청주시 흥덕구,서촌초등학교,2018,11,1학년,ttl,7
98327,공립,충청북도 청주시 흥덕구,서촌초등학교,2024,12,6학년,in,0
104629,공립,충청북도 청주시 흥덕구,서촌초등학교,2024,12,6학년,out,0
110931,공립,충청북도 청주시 흥덕구,서촌초등학교,2024,12,6학년,ttl,6
192913,공립,충청북도 청주시 흥덕구,서촌초등학교,2023,12,5학년,in,1
199220,공립,충청북도 청주시 흥덕구,서촌초등학교,2023,12,5학년,out,1
205527,공립,충청북도 청주시 흥덕구,서촌초등학교,2023,12,5학년,ttl,6
287530,공립,충청북도 청주시 흥덕구,서촌초등학교,2022,12,4학년,in,0
293839,공립,충청북도 청주시 흥덕구,서촌초등학교,2022,12,4학년,out,2
300148,공립,충청북도 청주시 흥덕구,서촌초등학교,2022,12,4학년,ttl,8
382158,공립,충청북도 청주시 흥덕구,서촌초등학교,2021,12,3학년,in,0
388467,공립,충청북도 청주시 흥덕구,서촌초등학교,2021,12,3학년,out,0
394776,공립,충청북도 청주시 흥덕구,서촌초등학교,2021,12,3학년,ttl,8
476710,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,12,2학년,in,0
482999,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,12,2학년,out,1
489288,공립,충청북도 청주시 흥덕구,서촌초등학교,2020,12,2학년,ttl,7
571023,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,12,1학년,in,0
577288,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,12,1학년,out,1
583553,공립,충청북도 청주시 흥덕구,서촌초등학교,2019,12,1학년,ttl,9
552249,공립,충청북도 청주시 흥덕구,서현초등학교,2020,08,6학년,in,1
558538,공립,충청북도 청주시 흥덕구,서현초등학교,2020,08,6학년,out,3
564827,공립,충청북도 청주시 흥덕구,서현초등학교,2020,08,6학년,ttl,150
646277,공립,충청북도 청주시 흥덕구,서현초등학교,2019,08,5학년,in,8
652542,공립,충청북도 청주시 흥덕구,서현초등학교,2019,08,5학년,out,13
658807,공립,충청북도 청주시 흥덕구,서현초등학교,2019,08,5학년,ttl,153
740118,공립,충청북도 청주시 흥덕구,서현초등학교,2018,08,4학년,in,7
746370,공립,충청북도 청주시 흥덕구,서현초등학교,2018,08,4학년,out,3
752622,공립,충청북도 청주시 흥덕구,서현초등학교,2018,08,4학년,ttl,158
833833,공립,충청북도 청주시 흥덕구,서현초등학교,2017,08,3학년,in,12
840076,공립,충청북도 청주시 흥덕구,서현초등학교,2017,08,3학년,out,6
846319,공립,충청북도 청주시 흥덕구,서현초등학교,2017,08,3학년,ttl,151
927382,공립,충청북도 청주시 흥덕구,서현초등학교,2016,08,2학년,in,11
933601,공립,충청북도 청주시 흥덕구,서현초등학교,2016,08,2학년,out,21
939820,공립,충청북도 청주시 흥덕구,서현초등학교,2016,08,2학년,ttl,154
1020651,공립,충청북도 청주시 흥덕구,서현초등학교,2015,08,1학년,in,13
1026862,공립,충청북도 청주시 흥덕구,서현초등학교,2015,08,1학년,out,14
1033073,공립,충청북도 청주시 흥덕구,서현초등학교,2015,08,1학년,ttl,160
439010,공립,충청북도 청주시 흥덕구,서현초등학교,2021,09,6학년,in,8
445319,공립,충청북도 청주시 흥덕구,서현초등학교,2021,09,6학년,out,9
451628,공립,충청북도 청주시 흥덕구,서현초등학교,2021,09,6학년,ttl,173
533382,공립,충청북도 청주시 흥덕구,서현초등학교,2020,09,5학년,in,14
539671,공립,충청북도 청주시 흥덕구,서현초등학교,2020,09,5학년,out,8
545960,공립,충청북도 청주시 흥덕구,서현초등학교,2020,09,5학년,ttl,171
627482,공립,충청북도 청주시 흥덕구,서현초등학교,2019,09,4학년,in,8
633747,공립,충청북도 청주시 흥덕구,서현초등학교,2019,09,4학년,out,6
640012,공립,충청북도 청주시 흥덕구,서현초등학교,2019,09,4학년,ttl,167
721362,공립,충청북도 청주시 흥덕구,서현초등학교,2018,09,3학년,in,11
727614,공립,충청북도 청주시 흥덕구,서현초등학교,2018,09,3학년,out,11
733866,공립,충청북도 청주시 흥덕구,서현초등학교,2018,09,3학년,ttl,171
815104,공립,충청북도 청주시 흥덕구,서현초등학교,2017,09,2학년,in,14
821347,공립,충청북도 청주시 흥덕구,서현초등학교,2017,09,2학년,out,11
827590,공립,충청북도 청주시 흥덕구,서현초등학교,2017,09,2학년,ttl,169
908725,공립,충청북도 청주시 흥덕구,서현초등학교,2016,09,1학년,in,7
914944,공립,충청북도 청주시 흥덕구,서현초등학교,2016,09,1학년,out,10
921163,공립,충청북도 청주시 흥덕구,서현초등학교,2016,09,1학년,ttl,169
325454,공립,충청북도 청주시 흥덕구,서현초등학교,2022,10,6학년,in,10
331763,공립,충청북도 청주시 흥덕구,서현초등학교,2022,10,6학년,out,5
338072,공립,충청북도 청주시 흥덕구,서현초등학교,2022,10,6학년,ttl,163
420083,공립,충청북도 청주시 흥덕구,서현초등학교,2021,10,5학년,in,15
426392,공립,충청북도 청주시 흥덕구,서현초등학교,2021,10,5학년,out,7
432701,공립,충청북도 청주시 흥덕구,서현초등학교,2021,10,5학년,ttl,155
514515,공립,충청북도 청주시 흥덕구,서현초등학교,2020,10,4학년,in,6
520804,공립,충청북도 청주시 흥덕구,서현초등학교,2020,10,4학년,out,7
527093,공립,충청북도 청주시 흥덕구,서현초등학교,2020,10,4학년,ttl,149
608687,공립,충청북도 청주시 흥덕구,서현초등학교,2019,10,3학년,in,4
614952,공립,충청북도 청주시 흥덕구,서현초등학교,2019,10,3학년,out,4
621217,공립,충청북도 청주시 흥덕구,서현초등학교,2019,10,3학년,ttl,150
702606,공립,충청북도 청주시 흥덕구,서현초등학교,2018,10,2학년,in,12
708858,공립,충청북도 청주시 흥덕구,서현초등학교,2018,10,2학년,out,7
715110,공립,충청북도 청주시 흥덕구,서현초등학교,2018,10,2학년,ttl,151
796375,공립,충청북도 청주시 흥덕구,서현초등학교,2017,10,1학년,in,4
802618,공립,충청북도 청주시 흥덕구,서현초등학교,2017,10,1학년,out,2
808861,공립,충청북도 청주시 흥덕구,서현초등학교,2017,10,1학년,ttl,146
211904,공립,충청북도 청주시 흥덕구,서현초등학교,2023,11,6학년,in,3
218211,공립,충청북도 청주시 흥덕구,서현초등학교,2023,11,6학년,out,3
224518,공립,충청북도 청주시 흥덕구,서현초등학교,2023,11,6학년,ttl,203
306527,공립,충청북도 청주시 흥덕구,서현초등학교,2022,11,5학년,in,18
312836,공립,충청북도 청주시 흥덕구,서현초등학교,2022,11,5학년,out,5
319145,공립,충청북도 청주시 흥덕구,서현초등학교,2022,11,5학년,ttl,198
401156,공립,충청북도 청주시 흥덕구,서현초등학교,2021,11,4학년,in,27
407465,공립,충청북도 청주시 흥덕구,서현초등학교,2021,11,4학년,out,8
413774,공립,충청북도 청주시 흥덕구,서현초등학교,2021,11,4학년,ttl,184
495648,공립,충청북도 청주시 흥덕구,서현초등학교,2020,11,3학년,in,16
501937,공립,충청북도 청주시 흥덕구,서현초등학교,2020,11,3학년,out,8
508226,공립,충청북도 청주시 흥덕구,서현초등학교,2020,11,3학년,ttl,163
589892,공립,충청북도 청주시 흥덕구,서현초등학교,2019,11,2학년,in,18
596157,공립,충청북도 청주시 흥덕구,서현초등학교,2019,11,2학년,out,6
602422,공립,충청북도 청주시 흥덕구,서현초등학교,2019,11,2학년,ttl,160
683850,공립,충청북도 청주시 흥덕구,서현초등학교,2018,11,1학년,in,6
690102,공립,충청북도 청주시 흥덕구,서현초등학교,2018,11,1학년,out,10
696354,공립,충청북도 청주시 흥덕구,서현초등학교,2018,11,1학년,ttl,164
98397,공립,충청북도 청주시 흥덕구,서현초등학교,2024,12,6학년,in,2
104699,공립,충청북도 청주시 흥덕구,서현초등학교,2024,12,6학년,out,5
111001,공립,충청북도 청주시 흥덕구,서현초등학교,2024,12,6학년,ttl,215
192983,공립,충청북도 청주시 흥덕구,서현초등학교,2023,12,5학년,in,6
199290,공립,충청북도 청주시 흥덕구,서현초등학교,2023,12,5학년,out,6
205597,공립,충청북도 청주시 흥덕구,서현초등학교,2023,12,5학년,ttl,215
287600,공립,충청북도 청주시 흥덕구,서현초등학교,2022,12,4학년,in,27
293909,공립,충청북도 청주시 흥덕구,서현초등학교,2022,12,4학년,out,6
300218,공립,충청북도 청주시 흥덕구,서현초등학교,2022,12,4학년,ttl,199
382229,공립,충청북도 청주시 흥덕구,서현초등학교,2021,12,3학년,in,31
388538,공립,충청북도 청주시 흥덕구,서현초등학교,2021,12,3학년,out,10
394847,공립,충청북도 청주시 흥덕구,서현초등학교,2021,12,3학년,ttl,176
476781,공립,충청북도 청주시 흥덕구,서현초등학교,2020,12,2학년,in,11
483070,공립,충청북도 청주시 흥덕구,서현초등학교,2020,12,2학년,out,10
489359,공립,충청북도 청주시 흥덕구,서현초등학교,2020,12,2학년,ttl,169
571097,공립,충청북도 청주시 흥덕구,서현초등학교,2019,12,1학년,in,7
577362,공립,충청북도 청주시 흥덕구,서현초등학교,2019,12,1학년,out,3
583627,공립,충청북도 청주시 흥덕구,서현초등학교,2019,12,1학년,ttl,165
552179,공립,충청북도 청주시 상당구,석교초등학교,2020,08,6학년,in,8
558468,공립,충청북도 청주시 상당구,석교초등학교,2020,08,6학년,out,3
564757,공립,충청북도 청주시 상당구,석교초등학교,2020,08,6학년,ttl,58
646204,공립,충청북도 청주시 상당구,석교초등학교,2019,08,5학년,in,7
652469,공립,충청북도 청주시 상당구,석교초등학교,2019,08,5학년,out,5
658734,공립,충청북도 청주시 상당구,석교초등학교,2019,08,5학년,ttl,48
740044,공립,충청북도 청주시 상당구,석교초등학교,2018,08,4학년,in,9
746296,공립,충청북도 청주시 상당구,석교초등학교,2018,08,4학년,out,3
752548,공립,충청북도 청주시 상당구,석교초등학교,2018,08,4학년,ttl,48
833758,공립,충청북도 청주시 상당구,석교초등학교,2017,08,3학년,in,9
840001,공립,충청북도 청주시 상당구,석교초등학교,2017,08,3학년,out,4
846244,공립,충청북도 청주시 상당구,석교초등학교,2017,08,3학년,ttl,40
927307,공립,충청북도 청주시 상당구,석교초등학교,2016,08,2학년,in,15
933526,공립,충청북도 청주시 상당구,석교초등학교,2016,08,2학년,out,13
939745,공립,충청북도 청주시 상당구,석교초등학교,2016,08,2학년,ttl,41
1020576,공립,충청북도 청주시 상당구,석교초등학교,2015,08,1학년,in,7
1026787,공립,충청북도 청주시 상당구,석교초등학교,2015,08,1학년,out,4
1032998,공립,충청북도 청주시 상당구,석교초등학교,2015,08,1학년,ttl,36
438940,공립,충청북도 청주시 상당구,석교초등학교,2021,09,6학년,in,2
445249,공립,충청북도 청주시 상당구,석교초등학교,2021,09,6학년,out,2
451558,공립,충청북도 청주시 상당구,석교초등학교,2021,09,6학년,ttl,57
533312,공립,충청북도 청주시 상당구,석교초등학교,2020,09,5학년,in,14
539601,공립,충청북도 청주시 상당구,석교초등학교,2020,09,5학년,out,4
545890,공립,충청북도 청주시 상당구,석교초등학교,2020,09,5학년,ttl,52
627409,공립,충청북도 청주시 상당구,석교초등학교,2019,09,4학년,in,10
633674,공립,충청북도 청주시 상당구,석교초등학교,2019,09,4학년,out,12
639939,공립,충청북도 청주시 상당구,석교초등학교,2019,09,4학년,ttl,46
721288,공립,충청북도 청주시 상당구,석교초등학교,2018,09,3학년,in,5
727540,공립,충청북도 청주시 상당구,석교초등학교,2018,09,3학년,out,2
733792,공립,충청북도 청주시 상당구,석교초등학교,2018,09,3학년,ttl,45
815029,공립,충청북도 청주시 상당구,석교초등학교,2017,09,2학년,in,3
821272,공립,충청북도 청주시 상당구,석교초등학교,2017,09,2학년,out,1
827515,공립,충청북도 청주시 상당구,석교초등학교,2017,09,2학년,ttl,42
908650,공립,충청북도 청주시 상당구,석교초등학교,2016,09,1학년,in,4
914869,공립,충청북도 청주시 상당구,석교초등학교,2016,09,1학년,out,5
921088,공립,충청북도 청주시 상당구,석교초등학교,2016,09,1학년,ttl,42
325385,공립,충청북도 청주시 상당구,석교초등학교,2022,10,6학년,in,0
331694,공립,충청북도 청주시 상당구,석교초등학교,2022,10,6학년,out,5
338003,공립,충청북도 청주시 상당구,석교초등학교,2022,10,6학년,ttl,37
420013,공립,충청북도 청주시 상당구,석교초등학교,2021,10,5학년,in,7
426322,공립,충청북도 청주시 상당구,석교초등학교,2021,10,5학년,out,6
432631,공립,충청북도 청주시 상당구,석교초등학교,2021,10,5학년,ttl,39
514445,공립,충청북도 청주시 상당구,석교초등학교,2020,10,4학년,in,12
520734,공립,충청북도 청주시 상당구,석교초등학교,2020,10,4학년,out,2
527023,공립,충청북도 청주시 상당구,석교초등학교,2020,10,4학년,ttl,34
608614,공립,충청북도 청주시 상당구,석교초등학교,2019,10,3학년,in,8
614879,공립,충청북도 청주시 상당구,석교초등학교,2019,10,3학년,out,3
621144,공립,충청북도 청주시 상당구,석교초등학교,2019,10,3학년,ttl,22
702532,공립,충청북도 청주시 상당구,석교초등학교,2018,10,2학년,in,0
708784,공립,충청북도 청주시 상당구,석교초등학교,2018,10,2학년,out,6
715036,공립,충청북도 청주시 상당구,석교초등학교,2018,10,2학년,ttl,27
796300,공립,충청북도 청주시 상당구,석교초등학교,2017,10,1학년,in,5
802543,공립,충청북도 청주시 상당구,석교초등학교,2017,10,1학년,out,4
808786,공립,충청북도 청주시 상당구,석교초등학교,2017,10,1학년,ttl,29
211835,공립,충청북도 청주시 상당구,석교초등학교,2023,11,6학년,in,4
218142,공립,충청북도 청주시 상당구,석교초등학교,2023,11,6학년,out,2
224449,공립,충청북도 청주시 상당구,석교초등학교,2023,11,6학년,ttl,46
306458,공립,충청북도 청주시 상당구,석교초등학교,2022,11,5학년,in,3
