,설립구분,지역,학교명,기준연도,출생년도,학년,구분,학생수
394653,공립,충청북도 영동군,학산초등학교,2021,12,3학년,ttl,6
476586,공립,충청북도 영동군,학산초등학교,2020,12,2학년,in,0
482875,공립,충청북도 영동군,학산초등학교,2020,12,2학년,out,0
489164,공립,충청북도 영동군,학산초등학교,2020,12,2학년,ttl,7
570899,공립,충청북도 영동군,학산초등학교,2019,12,1학년,in,0
577164,공립,충청북도 영동군,학산초등학교,2019,12,1학년,out,0
583429,공립,충청북도 영동군,학산초등학교,2019,12,1학년,ttl,7
552123,공립,충청북도 진천군,학성초등학교,2020,08,6학년,in,0
558412,공립,충청북도 진천군,학성초등학교,2020,08,6학년,out,0
564701,공립,충청북도 진천군,학성초등학교,2020,08,6학년,ttl,13
646148,공립,충청북도 진천군,학성초등학교,2019,08,5학년,in,1
652413,공립,충청북도 진천군,학성초등학교,2019,08,5학년,out,1
658678,공립,충청북도 진천군,학성초등학교,2019,08,5학년,ttl,13
739986,공립,충청북도 진천군,학성초등학교,2018,08,4학년,in,0
746238,공립,충청북도 진천군,학성초등학교,2018,08,4학년,out,1
752490,공립,충청북도 진천군,학성초등학교,2018,08,4학년,ttl,13
833700,공립,충청북도 진천군,학성초등학교,2017,08,3학년,in,0
839943,공립,충청북도 진천군,학성초등학교,2017,08,3학년,out,2
846186,공립,충청북도 진천군,학성초등학교,2017,08,3학년,ttl,15
927249,공립,충청북도 진천군,학성초등학교,2016,08,2학년,in,1
933468,공립,충청북도 진천군,학성초등학교,2016,08,2학년,out,2
939687,공립,충청북도 진천군,학성초등학교,2016,08,2학년,ttl,16
1020518,공립,충청북도 진천군,학성초등학교,2015,08,1학년,in,0
1026729,공립,충청북도 진천군,학성초등학교,2015,08,1학년,out,0
1032940,공립,충청북도 진천군,학성초등학교,2015,08,1학년,ttl,15
438884,공립,충청북도 진천군,학성초등학교,2021,09,6학년,in,0
445193,공립,충청북도 진천군,학성초등학교,2021,09,6학년,out,0
451502,공립,충청북도 진천군,학성초등학교,2021,09,6학년,ttl,18
533256,공립,충청북도 진천군,학성초등학교,2020,09,5학년,in,0
539545,공립,충청북도 진천군,학성초등학교,2020,09,5학년,out,1
545834,공립,충청북도 진천군,학성초등학교,2020,09,5학년,ttl,18
627353,공립,충청북도 진천군,학성초등학교,2019,09,4학년,in,0
633618,공립,충청북도 진천군,학성초등학교,2019,09,4학년,out,1
639883,공립,충청북도 진천군,학성초등학교,2019,09,4학년,ttl,19
721230,공립,충청북도 진천군,학성초등학교,2018,09,3학년,in,1
727482,공립,충청북도 진천군,학성초등학교,2018,09,3학년,out,3
733734,공립,충청북도 진천군,학성초등학교,2018,09,3학년,ttl,22
814971,공립,충청북도 진천군,학성초등학교,2017,09,2학년,in,1
821214,공립,충청북도 진천군,학성초등학교,2017,09,2학년,out,0
827457,공립,충청북도 진천군,학성초등학교,2017,09,2학년,ttl,22
908592,공립,충청북도 진천군,학성초등학교,2016,09,1학년,in,2
914811,공립,충청북도 진천군,학성초등학교,2016,09,1학년,out,0
921030,공립,충청북도 진천군,학성초등학교,2016,09,1학년,ttl,19
325329,공립,충청북도 진천군,학성초등학교,2022,10,6학년,in,0
331638,공립,충청북도 진천군,학성초등학교,2022,10,6학년,out,1
337947,공립,충청북도 진천군,학성초등학교,2022,10,6학년,ttl,13
419957,공립,충청북도 진천군,학성초등학교,2021,10,5학년,in,0
426266,공립,충청북도 진천군,학성초등학교,2021,10,5학년,out,1
432575,공립,충청북도 진천군,학성초등학교,2021,10,5학년,ttl,15
514389,공립,충청북도 진천군,학성초등학교,2020,10,4학년,in,2
520678,공립,충청북도 진천군,학성초등학교,2020,10,4학년,out,2
526967,공립,충청북도 진천군,학성초등학교,2020,10,4학년,ttl,15
608558,공립,충청북도 진천군,학성초등학교,2019,10,3학년,in,2
614823,공립,충청북도 진천군,학성초등학교,2019,10,3학년,out,1
621088,공립,충청북도 진천군,학성초등학교,2019,10,3학년,ttl,16
702474,공립,충청북도 진천군,학성초등학교,2018,10,2학년,in,2
708726,공립,충청북도 진천군,학성초등학교,2018,10,2학년,out,1
714978,공립,충청북도 진천군,학성초등학교,2018,10,2학년,ttl,13
796242,공립,충청북도 진천군,학성초등학교,2017,10,1학년,in,0
802485,공립,충청북도 진천군,학성초등학교,2017,10,1학년,out,0
808728,공립,충청북도 진천군,학성초등학교,2017,10,1학년,ttl,13
211779,공립,충청북도 진천군,학성초등학교,2023,11,6학년,in,0
218086,공립,충청북도 진천군,학성초등학교,2023,11,6학년,out,0
224393,공립,충청북도 진천군,학성초등학교,2023,11,6학년,ttl,9
306402,공립,충청북도 진천군,학성초등학교,2022,11,5학년,in,0
312711,공립,충청북도 진천군,학성초등학교,2022,11,5학년,out,2
319020,공립,충청북도 진천군,학성초등학교,2022,11,5학년,ttl,10
401030,공립,충청북도 진천군,학성초등학교,2021,11,4학년,in,0
407339,공립,충청북도 진천군,학성초등학교,2021,11,4학년,out,1
413648,공립,충청북도 진천군,학성초등학교,2021,11,4학년,ttl,11
495522,공립,충청북도 진천군,학성초등학교,2020,11,3학년,in,2
501811,공립,충청북도 진천군,학성초등학교,2020,11,3학년,out,5
508100,공립,충청북도 진천군,학성초등학교,2020,11,3학년,ttl,12
589763,공립,충청북도 진천군,학성초등학교,2019,11,2학년,in,0
596028,공립,충청북도 진천군,학성초등학교,2019,11,2학년,out,3
602293,공립,충청북도 진천군,학성초등학교,2019,11,2학년,ttl,17
683718,공립,충청북도 진천군,학성초등학교,2018,11,1학년,in,1
689970,공립,충청북도 진천군,학성초등학교,2018,11,1학년,out,2
696222,공립,충청북도 진천군,학성초등학교,2018,11,1학년,ttl,20
98272,공립,충청북도 진천군,학성초등학교,2024,12,6학년,in,1
104574,공립,충청북도 진천군,학성초등학교,2024,12,6학년,out,1
110876,공립,충청북도 진천군,학성초등학교,2024,12,6학년,ttl,12
192858,공립,충청북도 진천군,학성초등학교,2023,12,5학년,in,0
199165,공립,충청북도 진천군,학성초등학교,2023,12,5학년,out,1
205472,공립,충청북도 진천군,학성초등학교,2023,12,5학년,ttl,13
287475,공립,충청북도 진천군,학성초등학교,2022,12,4학년,in,0
293784,공립,충청북도 진천군,학성초등학교,2022,12,4학년,out,2
300093,공립,충청북도 진천군,학성초등학교,2022,12,4학년,ttl,15
382103,공립,충청북도 진천군,학성초등학교,2021,12,3학년,in,0
388412,공립,충청북도 진천군,학성초등학교,2021,12,3학년,out,0
394721,공립,충청북도 진천군,학성초등학교,2021,12,3학년,ttl,16
476655,공립,충청북도 진천군,학성초등학교,2020,12,2학년,in,0
482944,공립,충청북도 진천군,학성초등학교,2020,12,2학년,out,2
489233,공립,충청북도 진천군,학성초등학교,2020,12,2학년,ttl,17
570968,공립,충청북도 진천군,학성초등학교,2019,12,1학년,in,1
577233,공립,충청북도 진천군,학성초등학교,2019,12,1학년,out,1
583498,공립,충청북도 진천군,학성초등학교,2019,12,1학년,ttl,19
551996,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2020,08,6학년,in,3
558285,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2020,08,6학년,out,0
564574,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2020,08,6학년,ttl,99
646021,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2019,08,5학년,in,7
652286,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2019,08,5학년,out,5
658551,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2019,08,5학년,ttl,96
739856,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2018,08,4학년,in,4
746108,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2018,08,4학년,out,9
752360,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2018,08,4학년,ttl,98
833568,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2017,08,3학년,in,5
839811,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2017,08,3학년,out,8
846054,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2017,08,3학년,ttl,102
927115,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2016,08,2학년,in,0
933334,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2016,08,2학년,out,0
939553,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2016,08,2학년,ttl,106
1020384,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2015,08,1학년,in,7
1026595,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2015,08,1학년,out,5
1032806,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2015,08,1학년,ttl,103
438758,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2021,09,6학년,in,2
445067,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2021,09,6학년,out,5
451376,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2021,09,6학년,ttl,88
533129,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2020,09,5학년,in,0
539418,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2020,09,5학년,out,2
545707,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2020,09,5학년,ttl,85
627226,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2019,09,4학년,in,4
633491,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2019,09,4학년,out,6
639756,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2019,09,4학년,ttl,90
721100,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2018,09,3학년,in,6
727352,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2018,09,3학년,out,3
733604,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2018,09,3학년,ttl,87
814839,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2017,09,2학년,in,5
821082,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2017,09,2학년,out,2
827325,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2017,09,2학년,ttl,85
908458,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2016,09,1학년,in,0
914677,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2016,09,1학년,out,3
920896,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2016,09,1학년,ttl,89
325205,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2022,10,6학년,in,2
331514,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2022,10,6학년,out,1
337823,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2022,10,6학년,ttl,95
419831,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2021,10,5학년,in,3
426140,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2021,10,5학년,out,9
432449,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2021,10,5학년,ttl,99
514262,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2020,10,4학년,in,4
520551,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2020,10,4학년,out,0
526840,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2020,10,4학년,ttl,100
608431,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2019,10,3학년,in,5
614696,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2019,10,3학년,out,4
620961,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2019,10,3학년,ttl,94
702344,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2018,10,2학년,in,3
708596,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2018,10,2학년,out,6
714848,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2018,10,2학년,ttl,100
796110,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2017,10,1학년,in,1
802353,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2017,10,1학년,out,0
808596,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2017,10,1학년,ttl,99
211656,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2023,11,6학년,in,0
217963,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2023,11,6학년,out,2
224270,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2023,11,6학년,ttl,91
306278,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2022,11,5학년,in,7
312587,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2022,11,5학년,out,11
318896,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2022,11,5학년,ttl,97
400904,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2021,11,4학년,in,4
407213,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2021,11,4학년,out,5
413522,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2021,11,4학년,ttl,96
495395,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2020,11,3학년,in,4
501684,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2020,11,3학년,out,0
507973,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2020,11,3학년,ttl,92
589636,국립,충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,2019,11,2학년,in,8
