,지역,학교명,S_i(2025),T_i (2025),B_i(2025),D_i(2025),SCR(2025)
15,충청북도 단양군,가곡초등학교대곡분교장,0.025044091710758387,-0.17835497835497835,-2.24,0.0,-0.7413930682700608
20,충청북도 단양군,대가초등학교,0.02660455486542443,0.07004830917874395,-2.24,0.0,-0.6986072354624714
22,충청북도 단양군,매포초등학교,0.0830734152447876,0.03931474481501481,-2.24,0.0,-0.6940367742019103
25,충청북도 단양군,영춘초등학교,0.19023569023569023,0.041093474426807754,-2.24,0.0,-0.6750767659706078
24,충청북도 단양군,어상천초등학교,0.1357487922705314,0.17129417747266715,-2.24,0.0,-0.6622784108022132
3,충청북도 괴산군,목도초등학교,-0.05497046893901658,-0.06712704901110698,-1.88,0.0,-0.6213386615529473
0,충청북도 괴산군,감물초등학교,-0.057043258673693455,-0.061153198653198654,-1.88,0.0,-0.6206770843162117
5,충청북도 괴산군,백봉초등학교,-0.09545259545259548,0.004947196436558137,-1.88,0.0,-0.6160505874580414
7,충청북도 괴산군,소수초등학교,0.0058823529411764705,-0.09745323416723012,-1.88,0.0,-0.6159352858922531
8,충청북도 괴산군,송면초등학교,-0.05721283728802525,-0.003243402624207576,-1.88,0.0,-0.610795355028973
16,충청북도 단양군,가곡초등학교보발분교장,0.4444444444444444,0.16666666666666666,-2.24,0.0,-0.6093304507262247
11,충청북도 괴산군,청안초등학교,-0.05675954592363261,0.007456140350877193,-1.88,0.0,-0.6088852180330051
9,충청북도 괴산군,연풍초등학교,-0.02484472049689441,-0.01984126984126984,-1.88,0.0,-0.6080012025002134
12,충청북도 괴산군,청천초등학교,0.008322087269455691,-0.04273504273504273,-1.88,0.0,-0.6061455511845436
13,충청북도 괴산군,칠성초등학교,0.08387799564270153,-0.07508369201339073,-1.88,0.0,-0.5985287009140134
6,충청북도 괴산군,보광초등학교,0.01797287603296449,0.0390585171737177,-1.88,0.0,-0.5904665200489142
