,지역,학교명,S_i(2025),T_i (2025),B_i(2025),D_i(2025),SCR(2025)
10,충청북도 괴산군,장연초등학교,-0.9349801959558056,0.002513475684207391,-1.88,0.0,-0.7604813453242052
15,충청북도 단양군,가곡초등학교대곡분교장,0.025044091710758387,-0.17835497835497835,-2.24,0.0,-0.7381736450284143
20,충청북도 단양군,대가초등학교,0.02660455486542443,0.07004830917874395,-2.24,0.0,-0.6951842163431502
22,충청북도 단양군,매포초등학교,0.0830734152447876,0.03931474481501481,-2.24,0.0,-0.6905980898967368
25,충청북도 단양군,영춘초등학교,0.19023569023569023,0.041093474426807754,-2.24,0.0,-0.6715593645757651
24,충청북도 단양군,어상천초등학교,0.1357487922705314,0.17129417747266715,-2.24,0.0,-0.6586941709877479
3,충청북도 괴산군,목도초등학교,-0.05497046893901658,-0.06712704901110698,-1.88,0.0,-0.6186241396722661
0,충청북도 괴산군,감물초등학교,-0.057043258673693455,-0.061153198653198654,-1.88,0.0,-0.6179591877616316
5,충청북도 괴산군,백봉초등학교,-0.09545259545259548,0.004947196436558137,-1.88,0.0,-0.6133065075148363
7,충청북도 괴산군,소수초등학교,0.0058823529411764705,-0.09745323416723012,-1.88,0.0,-0.6132016058056058
8,충청북도 괴산군,송면초등학교,-0.05721283728802525,-0.003243402624207576,-1.88,0.0,-0.6080303791199121
11,충청북도 괴산군,청안초등학교,-0.05675954592363261,0.007456140350877193,-1.88,0.0,-0.6061111942094674
16,충청북도 단양군,가곡초등학교보발분교장,0.4444444444444444,0.16666666666666666,-2.24,0.0,-0.6055274037682052
9,충청북도 괴산군,연풍초등학교,-0.02484472049689441,-0.01984126984126984,-1.88,0.0,-0.605226416927789
12,충청북도 괴산군,청천초등학교,0.008322087269455691,-0.04273504273504273,-1.88,0.0,-0.6033655117903827
13,충청북도 괴산군,칠성초등학교,0.08387799564270153,-0.07508369201339073,-1.88,0.0,-0.5957205504281466
6,충청북도 괴산군,보광초등학교,0.01797287603296449,0.0390585171737177,-1.88,0.0,-0.5876128531277132
